route,global_id,split,taxonomy_id,domain_l1_en,domain_l1_zh,domain_l2_en,domain_l2_zh,domain_path_en,domain_path_zh
route1,828,tob,20041,Aviation,航空行业,Flight Attendant,空乘人员,Aviation > Flight Attendant,航空行业->空乘人员
route1,831,tob,20007,Healthcare,医疗健康,Pharmacist,药剂师,Healthcare > Pharmacist,医疗健康->药剂师
route1,833,tob,20012,IT & Internet,IT互联网,Product Manager,产品经理,IT & Internet > Product Manager,IT互联网->产品经理
route1,836,tob,20031,Hospitality,酒店行业,Front Desk Receptionist,前台接待,Hospitality > Front Desk Receptionist,酒店行业->前台接待
route1,837,tob,20016,Construction,建筑行业,Structural Engineer,结构工程师,Construction > Structural Engineer,建筑行业->结构工程师
route1,840,tob,20040,Aviation,航空行业,Pilot,飞行员,Aviation > Pilot,航空行业->飞行员
route1,841,tob,20026,Tourism,旅游行业,Tour Guide,导游,Tourism > Tour Guide,旅游行业->导游
route1,842,tob,20009,Healthcare,医疗健康,Health Manager,健康管理师,Healthcare > Health Manager,医疗健康->健康管理师
route1,843,tob,20014,IT & Internet,IT互联网,Ops Engineer,运维工程师,IT & Internet > Ops Engineer,IT互联网->运维工程师
route1,844,tob,20015,Construction,建筑行业,Architect,建筑设计师,Construction > Architect,建筑行业->建筑设计师
route1,845,tob,20032,Hospitality,酒店行业,Housekeeping Staff,客房服务员,Hospitality > Housekeeping Staff,酒店行业->客房服务员
route1,849,tob,20019,Construction,建筑行业,Construction Site Manager,施工管理员,Construction > Construction Site Manager,建筑行业->施工管理员
route1,853,tob,20182,IT & Internet,IT互联网,Smart Contract Security Auditor,智能合约安全审计员,IT & Internet > Smart Contract Security Auditor,IT互联网->智能合约安全审计员
route1,854,tob,20038,Publishing,出版行业,Copyright Specialist,版权专员,Publishing > Copyright Specialist,出版行业->版权专员
route1,856,tob,20037,Publishing,出版行业,Layout Designer,排版设计师,Publishing > Layout Designer,出版行业->排版设计师
route1,860,tob,20048,Sports Industry,体育行业,Sports Journalist,体育记者,Sports Industry > Sports Journalist,体育行业->体育记者
route1,862,tob,20003,Finance,金融,Financial Analyst,财务分析师,Finance > Financial Analyst,金融->财务分析师
route1,863,tob,20018,Construction,建筑行业,Cost Engineer,造价工程师,Construction > Cost Engineer,建筑行业->造价工程师
route1,864,tob,20046,Sports Industry,体育行业,Sports Analyst,体育分析师,Sports Industry > Sports Analyst,体育行业->体育分析师
route1,865,tob,20099,Logistics,物流行业,Supply Chain Manager,供应链经理,Logistics > Supply Chain Manager,物流行业->供应链经理
route1,866,tob,20077,Legal Services,法律行业,Legal Specialist,法务专员,Legal Services > Legal Specialist,法律行业->法务专员
route1,867,tob,20051,Environmental Services,环保行业,Environmental Engineer,环境工程师,Environmental Services > Environmental Engineer,环保行业->环境工程师
route1,869,tob,20070,Education Industry,教育行业,Curriculum Designer,课程设计师,Education Industry > Curriculum Designer,教育行业->课程设计师
route1,870,tob,20057,Beauty & Cosmetics,美妆行业,Makeup Artist,化妆师,Beauty & Cosmetics > Makeup Artist,美妆行业->化妆师
route1,872,tob,20100,Logistics,物流行业,Delivery Courier,快递员,Logistics > Delivery Courier,物流行业->快递员
route1,874,tob,20071,Retail,零售行业,Store Manager,店长,Retail > Store Manager,零售行业->店长
route1,875,tob,20088,Marketing,市场营销,Event Planner,活动策划,Marketing > Event Planner,市场营销->活动策划
route1,878,tob,20059,Beauty & Cosmetics,美妆行业,Sales Consultant,销售顾问,Beauty & Cosmetics > Sales Consultant,美妆行业->销售顾问
route1,880,tob,20083,Human Resources,人力资源,Compensation Specialist,薪酬专员,Human Resources > Compensation Specialist,人力资源->薪酬专员
route1,881,tob,20081,Human Resources,人力资源,Recruiter,招聘专员,Human Resources > Recruiter,人力资源->招聘专员
route1,882,tob,20056,Beauty & Cosmetics,美妆行业,Beauty Product Manager,美妆产品经理,Beauty & Cosmetics > Beauty Product Manager,美妆行业->美妆产品经理
route1,883,tob,20097,Logistics,物流行业,Warehouse Manager,仓储管理员,Logistics > Warehouse Manager,物流行业->仓储管理员
route1,884,tob,20079,Legal Services,法律行业,Compliance Specialist,合规专员,Legal Services > Compliance Specialist,法律行业->合规专员
route1,887,tob,20075,Retail,零售行业,Membership Operations,会员运营,Retail > Membership Operations,零售行业->会员运营
route1,890,tob,20185,Marketing,市场营销,Omnichannel Operations Specialist,全域运营专员,Marketing > Omnichannel Operations Specialist,市场营销->全域运营专员
route1,891,tob,20183,Media,传媒行业,Content Creator,自媒体主理人,Media > Content Creator,传媒行业->自媒体主理人
route1,895,tob,20055,Environmental Services,环保行业,Technical Specialist,技术专员,Environmental Services > Technical Specialist,环保行业->技术专员
route1,900,tob,20053,Environmental Services,环保行业,Data Analyst,数据分析师,Environmental Services > Data Analyst,环保行业->数据分析师
route1,901,tob,20058,Beauty & Cosmetics,美妆行业,Marketing Specialist,营销专员,Beauty & Cosmetics > Marketing Specialist,美妆行业->营销专员
route1,903,tob,20066,Education Industry,教育行业,Secondary School Teacher,中学教师,Education Industry > Secondary School Teacher,教育行业->中学教师
route1,911,tob,20139,Insurance,保险行业,Actuary,保险精算,Insurance > Actuary,保险行业->保险精算
route1,912,tob,20114,Real Estate,房地产行业,Land Development,土地开发,Real Estate > Land Development,房地产行业->土地开发
route1,914,tob,20128,Consulting,咨询行业,IT Consultant,IT顾问,Consulting > IT Consultant,咨询行业->IT顾问
route1,917,tob,20147,Pet Services,宠物行业,Pet Groomer,宠物美容师,Pet Services > Pet Groomer,宠物行业->宠物美容师
route1,918,tob,20103,Gaming,游戏行业,Game Programmer,游戏程序,Gaming > Game Programmer,游戏行业->游戏程序
route1,921,tob,20115,Real Estate,房地产行业,Real Estate Planner,房地产策划,Real Estate > Real Estate Planner,房地产行业->房地产策划
route1,922,tob,20144,Telecom,电信行业,Ops Engineer,运维工程师,Telecom > Ops Engineer,电信行业->运维工程师
route1,923,tob,20133,Automotive,汽车行业,Auto Sales,汽车销售,Automotive > Auto Sales,汽车行业->汽车销售
route1,924,tob,20136,Insurance,保险行业,Insurance Sales,保险销售,Insurance > Insurance Sales,保险行业->保险销售
route1,925,tob,20101,Gaming,游戏行业,Game Designer,游戏策划,Gaming > Game Designer,游戏行业->游戏策划
route1,926,tob,20129,Consulting,咨询行业,HR Consultant,人力资源顾问,Consulting > HR Consultant,咨询行业->人力资源顾问
route1,927,tob,20122,Design,设计行业,UI Designer,UI设计师,Design > UI Designer,设计行业->UI设计师
route1,928,tob,20146,Pet Services,宠物行业,Veterinarian,宠物医生,Pet Services > Veterinarian,宠物行业->宠物医生
route1,929,tob,20120,Food Service,餐饮行业,Baker,烘焙师,Food Service > Baker,餐饮行业->烘焙师
route1,930,tob,20110,Energy,能源行业,Grid Dispatcher,电网调度,Energy > Grid Dispatcher,能源行业->电网调度
route1,931,tob,20135,Automotive,汽车行业,Vehicle Testing,汽车测试,Automotive > Vehicle Testing,汽车行业->汽车测试
route1,934,tob,20118,Food Service,餐饮行业,Purchaser,采购员,Food Service > Purchaser,餐饮行业->采购员
route1,935,tob,20141,Telecom,电信行业,Network Engineer,网络工程师,Telecom > Network Engineer,电信行业->网络工程师
route1,936,tob,20119,Food Service,餐饮行业,Bartender,调酒师,Food Service > Bartender,餐饮行业->调酒师
route1,938,tob,20131,Automotive,汽车行业,Automotive Design,汽车设计,Automotive > Automotive Design,汽车行业->汽车设计
route1,939,tob,20145,Telecom,电信行业,Data Analyst,数据分析师,Telecom > Data Analyst,电信行业->数据分析师
route1,943,tob,20148,Pet Services,宠物行业,Pet Store Manager,宠物店店长,Pet Services > Pet Store Manager,宠物行业->宠物店店长
route1,945,tob,20124,Design,设计行业,Industrial Designer,工业设计师,Design > Industrial Designer,设计行业->工业设计师
route1,946,tob,20130,Consulting,咨询行业,Strategy Consultant,战略顾问,Consulting > Strategy Consultant,咨询行业->战略顾问
route1,947,tob,20116,Food Service,餐饮行业,Chef,厨师,Food Service > Chef,餐饮行业->厨师
route1,949,tob,20142,Telecom,电信行业,Product Manager,产品经理,Telecom > Product Manager,电信行业->产品经理
route1,950,tob,20121,Design,设计行业,Graphic Designer,平面设计师,Design > Graphic Designer,设计行业->平面设计师
route1,951,tob,20134,Automotive,汽车行业,After-sales Service,售后服务,Automotive > After-sales Service,汽车行业->售后服务
route1,952,tob,20126,Consulting,咨询行业,Management Consultant,管理顾问,Consulting > Management Consultant,咨询行业->管理顾问
route1,953,tob,20170,Biotech & Bioinformatics,生物科技与生物信息,Clinical Data Analyst,临床数据分析师,Biotech & Bioinformatics > Clinical Data Analyst,生物科技与生物信息->临床数据分析师
route1,954,tob,20172,Natural Science & Mathematics,自然科学与数学,Mathematical Modeling Engineer,数学建模工程师,Natural Science & Mathematics > Mathematical Modeling Engineer,自然科学与数学->数学建模工程师
route1,958,tob,20177,Semiconductor & Electronics,半导体与电子,Electronics Test Engineer,电子测试工程师,Semiconductor & Electronics > Electronics Test Engineer,半导体与电子->电子测试工程师
route1,959,tob,20164,Beauty Care,美容行业,Beauty Consultant,美容顾问,Beauty Care > Beauty Consultant,美容行业->美容顾问
route1,960,tob,20153,Security,安全行业,Fire Safety,消防安全,Security > Fire Safety,安全行业->消防安全
route1,961,tob,20166,Robotics & Automation,机器人与自动化,Robotics Algorithm Engineer,机器人算法工程师,Robotics & Automation > Robotics Algorithm Engineer,机器人与自动化->机器人算法工程师
route1,967,tob,20155,Security,安全行业,Security Guard,安保人员,Security > Security Guard,安全行业->安保人员
route1,974,tob,20179,Government & Public Sector,政务与公共事业,Urban Governance Analyst,城市治理分析师,Government & Public Sector > Urban Governance Analyst,政务与公共事业->城市治理分析师
route1,978,toc,10012,Food,美食,Food Delivery,外卖订餐,Food > Food Delivery,美食->外卖订餐
route1,982,toc,10015,Food,美食,Dining Reviews,餐饮评价,Food > Dining Reviews,美食->餐饮评价
route1,984,toc,10014,Food,美食,Restaurant Recommendations,餐厅推荐,Food > Restaurant Recommendations,美食->餐厅推荐
route1,988,toc,10013,Food,美食,Grocery Shopping,食材购买,Food > Grocery Shopping,美食->食材购买
route1,991,toc,10080,Tools,工具,Scanning & Recognition,扫描识别,Tools > Scanning & Recognition,工具->扫描识别
route1,994,toc,10081,Tools,工具,Lifestyle Tools,生活工具,Tools > Lifestyle Tools,工具->生活工具
route1,996,toc,10082,Tools,工具,System Optimization,系统优化,Tools > System Optimization,工具->系统优化
route1,998,toc,10083,Tools,工具,Network Speed Test,网速测试,Tools > Network Speed Test,工具->网速测试
route1,1003,toc,10079,Tools,工具,Password Management,密码管理,Tools > Password Management,工具->密码管理
route1,1004,toc,10084,Sports,体育,Fitness Tutorials,健身教程,Sports > Fitness Tutorials,体育->健身教程
route1,1007,toc,10086,Sports,体育,Sports Data Tracking,运动数据,Sports > Sports Data Tracking,体育->运动数据
route1,1009,toc,10085,Sports,体育,Sports Event News,赛事资讯,Sports > Sports Event News,体育->赛事资讯
route1,1010,toe,30030,Knowledge Management,知识管理,Knowledge Sharing Organization,知识分享组织,Knowledge Management > Knowledge Sharing Organization,知识管理->知识分享组织
route1,1011,toe,30050,Sales Support,销售支持,Sales Lead Follow-up Support,商机跟进支持,Sales Support > Sales Lead Follow-up Support,销售支持->商机跟进支持
route1,1012,toe,30005,Scheduling,日程安排,Personal Schedule Management,个人日程管理,Scheduling > Personal Schedule Management,日程安排->个人日程管理
route1,1013,toe,30029,Knowledge Management,知识管理,Knowledge Base Maintenance,知识库维护,Knowledge Management > Knowledge Base Maintenance,知识管理->知识库维护
route1,1014,toe,30036,Training & Learning,培训学习,Training Effectiveness Evaluation,培训效果评估,Training & Learning > Training Effectiveness Evaluation,培训学习->培训效果评估
route1,1015,toe,30042,Administrative Affairs,行政事务,Fixed Asset Management,固定资产管理,Administrative Affairs > Fixed Asset Management,行政事务->固定资产管理
route1,1016,toe,30061,Business Material Preparation,商务材料制作,External Proposal Updates,对外方案更新,Business Material Preparation > External Proposal Updates,商务材料制作->对外方案更新
route1,1017,toe,30059,Business Material Preparation,商务材料制作,Client Proposal Writing,客户提案撰写,Business Material Preparation > Client Proposal Writing,商务材料制作->客户提案撰写
route1,1018,toe,30006,Scheduling,日程安排,Team Schedule Coordination,团队日程协调,Scheduling > Team Schedule Coordination,日程安排->团队日程协调
route1,1019,toe,30035,Training & Learning,培训学习,Training Plan Development,培训计划制定,Training & Learning > Training Plan Development,培训学习->培训计划制定
route1,1020,toe,30049,Sales Support,销售支持,Sales Material Preparation,销售材料准备,Sales Support > Sales Material Preparation,销售支持->销售材料准备
route1,1021,toe,30041,Administrative Affairs,行政事务,Office Supplies Management,办公用品管理,Administrative Affairs > Office Supplies Management,行政事务->办公用品管理
route1,1023,toe,30040,Performance Review,绩效考核,Performance Evaluation Execution,绩效评估执行,Performance Review > Performance Evaluation Execution,绩效考核->绩效评估执行
route1,1027,toe,30011,Data Analysis,数据分析,Operations Data Analysis,运营数据分析,Data Analysis > Operations Data Analysis,数据分析->运营数据分析
route1,1033,toe,30056,Procurement & Reconciliation,采购与对账,Procurement Request Management,采购申请管理,Procurement & Reconciliation > Procurement Request Management,采购与对账->采购申请管理
route1,1035,toe,30065,Digital Content Operations,数字内容运营,Cross-platform Content Distribution & Review,跨平台内容分发与复盘,Digital Content Operations > Cross-platform Content Distribution & Review,数字内容运营->跨平台内容分发与复盘
route1,1041,toe,30017,Expense Reimbursement,财务报销,Travel Expense Reimbursement,差旅费用报销,Expense Reimbursement > Travel Expense Reimbursement,财务报销->差旅费用报销
route1,1043,toe,30047,Inventory Management,库存管理,Inventory Counting,库存盘点,Inventory Management > Inventory Counting,库存管理->库存盘点
route1,1050,toe,30062,Process Automation,流程自动化,Cross-system Data Sync,跨系统数据同步,Process Automation > Cross-system Data Sync,流程自动化->跨系统数据同步
route1,1053,toe,30063,Process Automation,流程自动化,Periodic Process Orchestration,周期性流程编排,Process Automation > Periodic Process Orchestration,流程自动化->周期性流程编排
route1,1060,toe,30058,Procurement & Reconciliation,采购与对账,Invoice & Payment Follow-up,发票与付款跟进,Procurement & Reconciliation > Invoice & Payment Follow-up,采购与对账->发票与付款跟进
route1,1063,toe,30066,Digital Content Operations,数字内容运营,Livestream Event Operations,直播活动运营,Digital Content Operations > Livestream Event Operations,数字内容运营->直播活动运营
route1,1065,toe,30009,Data Analysis,数据分析,Sales Data Analysis,销售数据分析,Data Analysis > Sales Data Analysis,数据分析->销售数据分析
route1,1066,toe,30045,Vendor Management,供应商管理,Vendor Evaluation,供应商评估,Vendor Management > Vendor Evaluation,供应商管理->供应商评估
route1,1069,toe,30039,Performance Review,绩效考核,Performance Goal Setting,绩效目标设定,Performance Review > Performance Goal Setting,绩效考核->绩效目标设定
route1,1076,toe,30064,Process Automation,流程自动化,Automated Approval Trigger,审批流自动触发,Process Automation > Automated Approval Trigger,流程自动化->审批流自动触发
route1,1079,toe,30057,Procurement & Reconciliation,采购与对账,Vendor Reconciliation,供应商对账,Procurement & Reconciliation > Vendor Reconciliation,采购与对账->供应商对账
route1,1083,toe,30048,Inventory Management,库存管理,Inventory Alert Management,库存预警管理,Inventory Management > Inventory Alert Management,库存管理->库存预警管理
route1,1089,toe,30025,Competitor Analysis,竞品分析,Competitor Feature Comparison,竞品功能对比,Competitor Analysis > Competitor Feature Comparison,竞品分析->竞品功能对比
route1,1093,toe,30023,Market Research,市场调研,Industry Trend Analysis,行业趋势分析,Market Research > Industry Trend Analysis,市场调研->行业趋势分析
route1,1101,toe,30024,Market Research,市场调研,User Needs Research,用户需求调研,Market Research > User Needs Research,市场调研->用户需求调研
route1,1102,toe,30026,Competitor Analysis,竞品分析,Competitor Pricing Analysis,竞品定价分析,Competitor Analysis > Competitor Pricing Analysis,竞品分析->竞品定价分析
route2,1000000,tob,20020,Agriculture,农业行业,Agricultural Technician,农业技术员,Agriculture > Agricultural Technician,农业行业->农业技术员
route2,1000001,tob,20042,Aviation,航空行业,Ground Staff,地勤人员,Aviation > Ground Staff,航空行业->地勤人员
route2,1000002,tob,20042,Aviation,航空行业,Ground Staff,地勤人员,Aviation > Ground Staff,航空行业->地勤人员
route2,1000003,toc,10007,Lifestyle,生活,Auto Services,汽车服务,Lifestyle > Auto Services,生活->汽车服务
route2,1000004,toc,10007,Lifestyle,生活,Auto Services,汽车服务,Lifestyle > Auto Services,生活->汽车服务
route2,1000005,tob,20058,Beauty & Cosmetics,美妆行业,Marketing Specialist,营销专员,Beauty & Cosmetics > Marketing Specialist,美妆行业->营销专员
route2,1000006,tob,20056,Beauty & Cosmetics,美妆行业,Beauty Product Manager,美妆产品经理,Beauty & Cosmetics > Beauty Product Manager,美妆行业->美妆产品经理
route2,1000007,toe,30020,Travel Booking,差旅预订,Travel Expense Control,差旅费用控制,Travel Booking > Travel Expense Control,差旅预订->差旅费用控制
route2,1000008,toe,30017,Expense Reimbursement,财务报销,Travel Expense Reimbursement,差旅费用报销,Expense Reimbursement > Travel Expense Reimbursement,财务报销->差旅费用报销
route2,1000009,toc,10092,Public Service,公共服务,City Services,城市服务,Public Service > City Services,公共服务->城市服务
route2,1000010,toc,10041,Productivity,效率,Task Management,任务管理,Productivity > Task Management,效率->任务管理
route2,1000011,toc,10041,Productivity,效率,Task Management,任务管理,Productivity > Task Management,效率->任务管理
route2,1000012,tob,20019,Construction,建筑行业,Construction Site Manager,施工管理员,Construction > Construction Site Manager,建筑行业->施工管理员
route2,1000013,tob,20100,Logistics,物流行业,Delivery Courier,快递员,Logistics > Delivery Courier,物流行业->快递员
route2,1000014,toc,10050,Business,商务,Customer Management,客户管理,Business > Customer Management,商务->客户管理
route2,1000015,toc,10027,Shopping,购物,Cross-border E-commerce,跨境电商,Shopping > Cross-border E-commerce,购物->跨境电商
route2,1000016,toe,30065,Digital Content Operations,数字内容运营,Cross-platform Content Distribution & Review,跨平台内容分发与复盘,Digital Content Operations > Cross-platform Content Distribution & Review,数字内容运营->跨平台内容分发与复盘
route2,1000017,toe,30054,Customer Service,客户服务,Complaint Escalation Handling,投诉升级处理,Customer Service > Complaint Escalation Handling,客户服务->投诉升级处理
route2,1000018,tob,20021,Agriculture,农业行业,Farm Manager,农场经理,Agriculture > Farm Manager,农业行业->农场经理
route2,1000019,tob,20001,Finance,金融,Risk Control Specialist,风控专员,Finance > Risk Control Specialist,金融->风控专员
route2,1000020,toc,10056,Finance,财务,Tax Services,税务服务,Finance > Tax Services,财务->税务服务
route2,1000021,toe,30042,Administrative Affairs,行政事务,Fixed Asset Management,固定资产管理,Administrative Affairs > Fixed Asset Management,行政事务->固定资产管理
route2,1000022,toc,10025,Shopping,购物,Fresh Grocery E-commerce,生鲜电商,Shopping > Fresh Grocery E-commerce,购物->生鲜电商
route2,1000023,toc,10024,Shopping,购物,Group Buying & Flash Sales,团购秒杀,Shopping > Group Buying & Flash Sales,购物->团购秒杀
route2,1000024,toc,10004,Lifestyle,生活,Home Services,家政服务,Lifestyle > Home Services,生活->家政服务
route2,1000025,tob,20031,Hospitality,酒店行业,Front Desk Receptionist,前台接待,Hospitality > Front Desk Receptionist,酒店行业->前台接待
route2,1000026,tob,20030,Hospitality,酒店行业,Hotel Manager,酒店经理,Hospitality > Hotel Manager,酒店行业->酒店经理
route2,1000027,tob,20033,Hospitality,酒店行业,Sales Manager,销售经理,Hospitality > Sales Manager,酒店行业->销售经理
route2,1000028,toc,10008,Lifestyle,生活,Real Estate Services,房产服务,Lifestyle > Real Estate Services,生活->房产服务
route2,1000029,tob,20083,Human Resources,人力资源,Compensation Specialist,薪酬专员,Human Resources > Compensation Specialist,人力资源->薪酬专员
route2,1000030,tob,20082,Human Resources,人力资源,Training Specialist,培训专员,Human Resources > Training Specialist,人力资源->培训专员
route2,1000031,tob,20082,Human Resources,人力资源,Training Specialist,培训专员,Human Resources > Training Specialist,人力资源->培训专员
route2,1000032,tob,20167,Robotics & Automation,机器人与自动化,Automation Control Engineer,自动化控制工程师,Robotics & Automation > Automation Control Engineer,机器人与自动化->自动化控制工程师
route2,1000033,tob,20123,Design,设计行业,Interior Designer,室内设计师,Design > Interior Designer,设计行业->室内设计师
route2,1000034,toe,30048,Inventory Management,库存管理,Inventory Alert Management,库存预警管理,Inventory Management > Inventory Alert Management,库存管理->库存预警管理
route2,1000035,toe,30048,Inventory Management,库存管理,Inventory Alert Management,库存预警管理,Inventory Management > Inventory Alert Management,库存管理->库存预警管理
route2,1000036,toc,10010,Lifestyle,生活,Laundry Services,洗衣服务,Lifestyle > Laundry Services,生活->洗衣服务
route2,1000037,tob,20079,Legal Services,法律行业,Compliance Specialist,合规专员,Legal Services > Compliance Specialist,法律行业->合规专员
route2,1000038,toc,10059,Entertainment,娱乐,Live Streaming Interaction,直播互动,Entertainment > Live Streaming Interaction,娱乐->直播互动
route2,1000039,tob,20063,Manufacturing,制造业,Process Engineer,工艺工程师,Manufacturing > Process Engineer,制造业->工艺工程师
route2,1000040,tob,20184,Media,传媒行业,Livestream Operations,直播运营,Media > Livestream Operations,传媒行业->直播运营
route2,1000041,toe,30004,Meeting Management,会议管理,Meeting Agenda Preparation,会议议程准备,Meeting Management > Meeting Agenda Preparation,会议管理->会议议程准备
route2,1000042,tob,20011,IT & Internet,IT互联网,Algorithm Engineer,算法工程师,IT & Internet > Algorithm Engineer,IT互联网->算法工程师
route2,1000043,toc,10075,Navigation,导航,Navigation,出行导航,Navigation > Navigation,导航->出行导航
route2,1000044,toc,10072,Navigation,导航,Location Services,位置服务,Navigation > Location Services,导航->位置服务
route2,1000045,tob,20149,Pet Services,宠物行业,Pet Trainer,宠物训练师,Pet Services > Pet Trainer,宠物行业->宠物训练师
route2,1000046,tob,20040,Aviation,航空行业,Pilot,飞行员,Aviation > Pilot,航空行业->飞行员
route2,1000047,tob,20106,Energy,能源行业,Power Engineer,电力工程师,Energy > Power Engineer,能源行业->电力工程师
route2,1000048,tob,20110,Energy,能源行业,Grid Dispatcher,电网调度,Energy > Grid Dispatcher,能源行业->电网调度
route2,1000049,toe,30058,Procurement & Reconciliation,采购与对账,Invoice & Payment Follow-up,发票与付款跟进,Procurement & Reconciliation > Invoice & Payment Follow-up,采购与对账->发票与付款跟进
route2,1000050,toe,30015,Project Management,项目管理,Task Assignment Management,任务分配管理,Project Management > Task Assignment Management,项目管理->任务分配管理
route2,1000051,toc,10095,Public Service,公共服务,ID & Document Processing,证件办理,Public Service > ID & Document Processing,公共服务->证件办理
route2,1000052,tob,20038,Publishing,出版行业,Copyright Specialist,版权专员,Publishing > Copyright Specialist,出版行业->版权专员
route2,1000053,tob,20113,Real Estate,房地产行业,Property Management,物业管理,Real Estate > Property Management,房地产行业->物业管理
route2,1000054,tob,20117,Food Service,餐饮行业,Restaurant Manager,餐厅经理,Food Service > Restaurant Manager,餐饮行业->餐厅经理
route2,1000055,tob,20072,Retail,零售行业,Purchasing Specialist,采购专员,Retail > Purchasing Specialist,零售行业->采购专员
route2,1000056,tob,20099,Logistics,物流行业,Supply Chain Manager,供应链经理,Logistics > Supply Chain Manager,物流行业->供应链经理
route2,1000057,tob,20004,Finance,金融,Trader,交易员,Finance > Trader,金融->交易员
route2,1000058,toc,10018,Travel,旅行,Travel Expense Tracking,旅行记账,Travel > Travel Expense Tracking,旅行->旅行记账
route2,1000059,tob,20179,Government & Public Sector,政务与公共事业,Urban Governance Analyst,城市治理分析师,Government & Public Sector > Urban Governance Analyst,政务与公共事业->城市治理分析师
route3,2000000,toe,30006,Scheduling,日程安排,Team Schedule Coordination,团队日程协调,Scheduling > Team Schedule Coordination,日程安排->团队日程协调
route3,2000001,tob,20096,Logistics,物流行业,Logistics Specialist,物流专员,Logistics > Logistics Specialist,物流行业->物流专员
route3,2000003,toc,10081,Tools,工具,Lifestyle Tools,生活工具,Tools > Lifestyle Tools,工具->生活工具
route3,2000004,toc,10023,Shopping,购物,Price Monitoring,价格监控,Shopping > Price Monitoring,购物->价格监控
route3,2000005,tob,20012,IT & Internet,IT互联网,Product Manager,产品经理,IT & Internet > Product Manager,IT互联网->产品经理
route3,2000008,tob,20097,Logistics,物流行业,Warehouse Manager,仓储管理员,Logistics > Warehouse Manager,物流行业->仓储管理员
route3,2000009,toc,10022,Shopping,购物,Secondhand Trading,二手交易,Shopping > Secondhand Trading,购物->二手交易
route3,2000010,toc,10068,Music,音乐,Music Playback,音乐播放,Music > Music Playback,音乐->音乐播放
route3,2000014,tob,20167,Robotics & Automation,机器人与自动化,Automation Control Engineer,自动化控制工程师,Robotics & Automation > Automation Control Engineer,机器人与自动化->自动化控制工程师
route3,2000016,toe,30017,Expense Reimbursement,财务报销,Travel Expense Reimbursement,差旅费用报销,Expense Reimbursement > Travel Expense Reimbursement,财务报销->差旅费用报销
route3,2000017,toc,10055,Finance,财务,Investment & Wealth Management,投资理财,Finance > Investment & Wealth Management,财务->投资理财
route3,2000018,toc,10040,Productivity,效率,Cloud Storage,云存储,Productivity > Cloud Storage,效率->云存储
route3,2000019,tob,20121,Design,设计行业,Graphic Designer,平面设计师,Design > Graphic Designer,设计行业->平面设计师
route3,2000023,tob,20061,Manufacturing,制造业,Production Supervisor,生产主管,Manufacturing > Production Supervisor,制造业->生产主管
route3,2000024,toc,10092,Public Service,公共服务,City Services,城市服务,Public Service > City Services,公共服务->城市服务
route3,2000025,toc,10047,Business,商务,Office Collaboration,办公协作,Business > Office Collaboration,商务->办公协作
route3,2000028,toc,10077,Weather,天气,Weather Forecast,天气预报,Weather > Weather Forecast,天气->天气预报
route3,2000029,tob,20136,Insurance,保险行业,Insurance Sales,保险销售,Insurance > Insurance Sales,保险行业->保险销售
route3,2000030,tob,20009,Healthcare,医疗健康,Health Manager,健康管理师,Healthcare > Health Manager,医疗健康->健康管理师
route3,2000031,tob,20115,Real Estate,房地产行业,Real Estate Planner,房地产策划,Real Estate > Real Estate Planner,房地产行业->房地产策划
route3,2000033,tob,20030,Hospitality,酒店行业,Hotel Manager,酒店经理,Hospitality > Hotel Manager,酒店行业->酒店经理
route3,2000036,toc,10058,Finance,财务,Banking Services,银行服务,Finance > Banking Services,财务->银行服务
route3,2000037,tob,20000,Finance,金融,Investment Advisor,投资顾问,Finance > Investment Advisor,金融->投资顾问
route3,2000038,tob,20011,IT & Internet,IT互联网,Algorithm Engineer,算法工程师,IT & Internet > Algorithm Engineer,IT互联网->算法工程师
route3,2000039,toc,10072,Navigation,导航,Location Services,位置服务,Navigation > Location Services,导航->位置服务
route3,2000040,tob,20103,Gaming,游戏行业,Game Programmer,游戏程序,Gaming > Game Programmer,游戏行业->游戏程序
route3,2000041,toe,30039,Performance Review,绩效考核,Performance Goal Setting,绩效目标设定,Performance Review > Performance Goal Setting,绩效考核->绩效目标设定
route3,2000042,toe,30030,Knowledge Management,知识管理,Knowledge Sharing Organization,知识分享组织,Knowledge Management > Knowledge Sharing Organization,知识管理->知识分享组织
route3,2000043,tob,20001,Finance,金融,Risk Control Specialist,风控专员,Finance > Risk Control Specialist,金融->风控专员
route3,2000046,toe,30054,Customer Service,客户服务,Complaint Escalation Handling,投诉升级处理,Customer Service > Complaint Escalation Handling,客户服务->投诉升级处理
route4,3000000,tob,20020,Agriculture,农业行业,Agricultural Technician,农业技术员,Agriculture > Agricultural Technician,农业行业->农业技术员
route4,3000002,toc,10075,Navigation,导航,Navigation,出行导航,Navigation > Navigation,导航->出行导航
route4,3000003,toc,10038,Education,教育,Certification Exams,证书考试,Education > Certification Exams,教育->证书考试
route4,3000004,tob,20096,Logistics,物流行业,Logistics Specialist,物流专员,Logistics > Logistics Specialist,物流行业->物流专员
route4,3000005,toc,10061,Entertainment,娱乐,Video Watching,视频观看,Entertainment > Video Watching,娱乐->视频观看
route4,3000006,toc,10008,Lifestyle,生活,Real Estate Services,房产服务,Lifestyle > Real Estate Services,生活->房产服务
route4,3000007,tob,20004,Finance,金融,Trader,交易员,Finance > Trader,金融->交易员
